1006	-4638
2355	-4463
2362	-8303
1020	-3955
3712	-1006
3713	-8413
5058	-5143
9090	-5401
2370	-8986
3728	-3324
1042	-3072
9108	-2911
5089	-4748
6436	-386
6441	-436
7788	-5184
5102	-5275
3761	-7526
1073	-8568
9143	-5680
6458	-631
2427	-8814
9157	-2945
1100	-1746
1106	-8844
1133	-8627
1138	-4312
3846	-8472
2510	-4771
1168	-2939
1172	-8374
7895	-4596
2523	-8757
5215	-5974
2530	-8476
7909	-4959
5235	-5785
3893	-7381
7931	-7647
3899	-7684
2574	-8120
3925	-8587
2584	-8914
1469	-3328
5286	-1965
1257	-2859
1262	-2457
9330	-3075
1267	-1783
1273	-2957
6652	-262
2623	-8962
3969	-8403
6665	-64
1289	-1973
6678	-403
9372	-6592
1475	-4295
1475	-3666
1314	-4888
1323	-2379
1324	-2981
5357	-1425
1478	-2437
8198	-3589
1479	-4990
8203	-5309
6734	-6811
161	-7442
5537	-1679
6898	-407
8242	-4818
2873	-4548
1533	-4723
1533	-3719
1537	-2185
5569	-8512
1541	-3845
8265	-4954
1547	-3531
1561	-4641
1366	-1628
1366	-1657
8292	-2807
250	-2261
1596	-4114
4292	-8956
1614	-4154
1644	-3973
8382	-4966
322	-7029
8388	-5568
7046	-6763
8391	-4925
1672	-4021
8409	-4824
1691	-3589
357	-2499
4398	-7533
8433	-2694
7090	-3966
383	-4855
8458	-5464
1741	-4618
3091	-1228
3101	-4678
3108	-2970
7141	-7525
8107	-5071
4075	-7404
435	-2584
8504	-7247
45	-4996
4482	-7986
1796	-4361
3141	-1247
464	-4989
4504	-7999
7202	-4228
7202	-3918
485	-4663
8550	-4632
1832	-8886
8561	-414
8563	-7870
1845	-3679
4539	-2551
508	-2572
1864	-4223
1864	-3293
3209	-3232
1866	-2413
4554	-7513
1867	-3887
525	-2180
4561	-4688
3228	-1478
4574	-5920
3233	-3420
7269	-5649
2744	-7371
3252	-4570
7290	-3756
7299	-3610
1923	-3796
7306	-5525
7326	-3754
7328	-2087
610	-2503
622	-5085
633	-3168
1995	-4910
4101	-7535
7410	-7523
6067	-8006
7415	-5694
3383	-5005
3384	-4667
7418	-6889
70	-4974
700	-2698
8765	-3132
4737	-2822
2052	-3960
4745	-2217
3408	-4724
723	-3068
8794	-7467
732	-4042
2079	-923
4783	-4552
2096	-4923
766	-2235
7488	-3227
2117	-4866
4807	-4793
2121	-4889
8847	-4938
2146	-130
7534	-4904
7539	-1462
825	-4646
832	-3252
2180	-6041
4872	-6265
8921	-5864
8935	-5791
2217	-4828
1433	-4691
3581	-1349
3604	-5504
928	-8676
1437	-3010
8994	-2807
2280	-78
1439	-4733
963	-2982
2311	-93
7694	-2220
5007	-4583
2323	-8941
6357	-463
6359	-619
7705	-4510
4131	-7794
2334	-4096
5028	-2476
5028	-4129
998	-3071
1	-3149
1	-5053
8065	-720
6721	-5819
1354	-6172
2698	-6265
6730	-7324
10	-277
1354	-5337
8074	-6348
2698	-2338
4042	-7382
6730	-378
2698	-379
1354	-6474
1354	-7547
6730	-5733
4042	-3793
2698	-1801
4042	-3842
6730	-7886
6730	-2100
4042	-5881
8074	-841
2698	-2980
4042	-6022
8164	-1006
1444	-6188
2788	-4055
4132	-7302
1444	-250
100	-2380
8164	-6459
6820	-2441
1444	-7493
6820	-8537
1444	-1504
8164	-496
6820	-8575
6820	-7621
2788	-8689
8164	-1667
1444	-1744
2788	-2791
8164	-1869
8164	-4944
2788	-7151
4132	-7024
7720	-3132
2344	-6187
7720	-3218
3688	-6257
5032	-6075
5032	-299
6376	-348
3688	-372
6376	-7460
2344	-2436
9064	-5496
6376	-2483
1000	-1478
3688	-1507
1000	-6609
2344	-1592
6376	-7681
6376	-2668
1000	-6717
3688	-7730
3688	-782
3688	-2800
9064	-793
5032	-5875
6376	-5942
3688	-9056
9065	-117
6377	-8192
3689	-6189
5033	-3196
7721	-3199
3689	-5058
9065	-1215
5033	-7286
2345	-2273
3689	-8341
3689	-2297
2345	-3339
6377	-2361
3689	-1356
1001	-6464
6377	-8481
6377	-2434
2345	-6475
5033	-467
3689	-2518
6377	-2559
6377	-8642
3689	-2676
7721	-1015
7721	-3782
2345	-7852
2345	-805
5033	-2099
2345	-7889
6377	-7909
6377	-8154
7721	-6968
6378	-2033
7722	-1255
3690	-6297
7722	-1421
7722	-3441
6378	-459
6378	-6536
9066	-6536
3690	-2544
2346	-6598
7722	-6599
3690	-2073
3690	-3635
9066	-5652
3690	-3086
2346	-3650
3690	-5689
9066	-1706
3690	-7768
7722	-6121
5034	-6787
3690	-7821
6378	-2793
3690	-2844
6378	-7887
2346	-2849
2346	-7923
6378	-7974
6378	-6012
5035	-2143
2347	-6238
6379	-8085
2347	-2039
6379	-8297
1003	-1266
1003	-6351
1003	-6375
1003	-1361
6379	-3065
5035	-3473
7723	-3481
6379	-6096
6379	-6566
5035	-7578
9067	-6589
2347	-6650
2347	-8771
2347	-3095
9067	-717
2347	-5885
5035	-3877
3691	-8922
6379	-1931
2347	-4007
1003	-6032
2348	-2124
6380	-6166
6380	-8211
3692	-2228
1004	-1318
7724	-334
1004	-7410
6380	-8424
6380	-2419
5036	-7463
1004	-2426
2348	-1429
5036	-1431
6380	-2456
9068	-1452
3692	-2489
2348	-49
2348	-2633
9068	-1690
7724	-6746
5036	-6123
6380	-2091
2348	-6826
9068	-6849
7724	-830
5036	-6911
6380	-6918
7724	-5943
6380	-2959
9069	-4227
5037	-3243
6381	-8389
3693	-2386
6381	-7439
5037	-7473
7725	-4544
2349	-6565
6381	-2603
6381	-2624
3693	-6685
3693	-6710
2349	-4720
1005	-1715
9069	-3812
7725	-6918
7725	-873
7725	-5957
5037	-3119
6381	-9032
5037	-988
7726	-1003
1006	-5154
1006	-6163
7726	-7176
5038	-7227
7726	-8276
1006	-6280
5038	-3281
5038	-2303
7726	-3412
2350	-3470
9070	-1053
1006	-490
2350	-3573
2350	-6626
2350	-4038
7726	-3666
1006	-3680
5038	-4704
7726	-3762
3694	-6788
2350	-7842
5038	-6844
2350	-2819
2350	-6901
9070	-1095
5038	-4913
7726	-5136
7726	-4000
2350	-988
1007	-5217
6383	-8241
5039	-3207
1007	-1212
1007	-6077
3695	-6340
6383	-8369
1007	-8411
7727	-362
2351	-3397
5039	-7442
5039	-6093
9071	-1489
5039	-2065
6383	-2648
9071	-5703
6383	-8131
2351	-2705
3695	-2728
6383	-8788
3695	-1741
6383	-6804
2351	-1922
7727	-1104
7727	-7044
2352	-2137
2352	-2196
9072	-5264
7728	-3048
3696	-4298
9072	-1281
2352	-2311
3696	-8380
5040	-3057
9072	-5393
5040	-3391
6384	-2386
1008	-1675
7728	-6765
9072	-6806
3696	-1768
7728	-6827
6384	-7843
6384	-7859
6384	-2881
2352	-6135
2352	-2896
3696	-2898
3696	-8950
5040	-6937
6384	-8984
2352	-1957
1008	-1104
2352	-8016
3696	-2980
9072	-2995
7729	-8181
3697	-5181
3697	-8222
6385	-172
6385	-2226
6385	-2266
6385	-1268
3697	-5327
3697	-6372
2353	-3057
3697	-6409
5041	-2419
3697	-8508
9073	-4577
9073	-3738
6385	-7795
2353	-3786
1009	-6125
6385	-1793
9073	-827
7729	-2853
6385	-2894
3697	-2934
5041	-1962
6385	-8026
2353	-2993
6385	-1994
5041	-2001
1445	-7068
6821	-8209
2789	-1205
8165	-4231
8165	-3241
101	-3270
6821	-8333
1445	-3311
5477	-3056
1445	-2365
101	-3399
101	-5480
5477	-2475
4133	-3523
101	-504
1445	-7631
2789	-6624
8165	-6645
2789	-8666
8165	-1631
5477	-8712
2789	-2694
101	-3720
2789	-696
8165	-750
101	-759
2789	-6816
5477	-6843
2789	-6966
2789	-2944
2789	-8014
1445	-2980
2789	-2114
2789	-9054
5042	-5174
7730	-1202
7730	-3271
1010	-1308
6386	-2373
7730	-1044
7730	-7486
3698	-1441
9074	-440
3698	-4479
6386	-6581
1010	-7631
3698	-6651
9074	-3629
5042	-3639
1010	-1646
7730	-1656
3698	-3675
2354	-2668
2354	-3705
3698	-8767
1010	-1767
2354	-2792
7730	-3837
2354	-833
5042	-3900
5042	-5924
6386	-7949
2354	-3969
9074	-3990
1011	-8215
9075	-1213
2355	-7081
3699	-284
1011	-1333
3699	-8436
7731	-1387
2355	-6429
2355	-6494
5043	-7502
7731	-6531
7731	-6616
7731	-6633
1011	-6691
5043	-3687
6387	-1697
6387	-6748
2355	-3766
3699	-3100
2355	-1774
6387	-8835
6387	-7997
6388	-2136
2356	-2293
6388	-325
6388	-6478
2356	-2490
3700	-2510
5044	-3536
9076	-6561
6388	-518
9076	-3087
5044	-3701
3700	-6838
7732	-4857
3700	-8897
1012	-1905
2356	-7960
5044	-6963
3700	-2944
7732	-5006
2356	-9051
5045	-7189
5045	-5258
7733	-1253
1013	-254
3701	-7334
9077	-1297
1013	-293
5045	-6376
6389	-6391
2357	-1374
3701	-6493
7733	-7102
2357	-2064
3701	-2069
7733	-3560
2357	-8625
5045	-7638
7733	-6644
2357	-6647
1013	-1623
3701	-6699
5045	-4761
5045	-6870
2357	-860
1013	-914
3701	-5967
7734	-4133
3702	-3155
7734	-14
6390	-8284
7734	-4275
2358	-248
6390	-4286
2358	-8324
1014	-2280
3702	-7323
5046	-2292
3702	-311
6390	-7369
5046	-7419
3702	-7426
6390	-2457
7734	-1469
6390	-2521
3702	-7682
9078	-66
6390	-8727
9078	-673
3702	-680
6390	-7775
9078	-744
7734	-7132
6390	-3102
6390	-1821
3702	-2844
2358	-2111
3703	-6150
7735	-3177
2359	-159
7735	-8253
3703	-3220
5047	-6293
3703	-2275
2359	-8361
3703	-7353
5047	-3335
7735	-3357
7735	-7423
5047	-6420
6391	-39
6391	-8489
1015	-6487
5047	-3494
1015	-3500
7735	-5551
2359	-1527
5047	-5596
2359	-7115
1015	-4672
3703	-5766
5047	-739
1015	-7810
6391	-2782
2359	-1797
3703	-1090
6391	-2867
5047	-2897
5047	-2938
5047	-3006
2360	-6228
7736	-1191
5048	-2224
2360	-2234
9080	-1260
2360	-3316
2360	-1338
2360	-4407
1016	-1399
3704	-2412
5048	-7522
1016	-7579
6392	-1554
2360	-6742
5048	-5759
2360	-2742
7736	-6792
5048	-6837
6392	-5845
9080	-1821
6392	-8878
3704	-6868
3704	-2872
6392	-6924
2360	-6974
7736	-2986
2361	-7246
6393	-2246
2361	-7294
9081	-5492
7737	-3513
1017	-1555
2361	-2575
3705	-3608
2361	-1632
5049	-3649
6393	-2644
2361	-633
6393	-2680
7737	-6718
1017	-7734
3705	-6750
1017	-3097
2361	-4805
2361	-2807
6393	-6841
9081	-6846
2361	-7897
1017	-1856
3705	-1964
7737	-977
3705	-1993
2361	-2003
2362	-2136
2362	-7201
5050	-6206
9082	-2211
3706	-3324
5050	-3360
7738	-3378
7738	-7092
5050	-2435
1018	-1450
6394	-7553
6394	-8596
9082	-3612
6394	-1622
5050	-5688
5050	-3758
3706	-4815
6394	-7880
3706	-6889
7738	-5883
5050	-8958
2362	-1903
7738	-6947
7738	-7030
7738	-3012
3707	-6183
7739	-1148
9083	-5056
3707	-7239
6395	-6071
7739	-3316
6395	-360
6395	-2385
6395	-2447
2363	-6523
1019	-1497
1019	-1515
2363	-6589
6395	-2586
6395	-60
3707	-2669
1019	-4733
3707	-5781
7739	-3791
3707	-2833
3707	-8885
1019	-1844
7739	-8924
2363	-5902
7739	-3111
9083	-913
3707	-2969
102	-3124
2790	-7217
102	-8081
102	-3246
8166	-6283
6822	-2360
1446	-7406
8166	-1046
5478	-8448
8166	-1415
4134	-6587
6822	-1563
5478	-7635
8166	-3631
2790	-1070
1446	-7123
4134	-6724
5478	-6743
8166	-2868
6822	-1888
6822	-885
2790	-908
5478	-2978
2364	-1128
6396	-154
1020	-25
3708	-8329
9084	-1037
3708	-2341
6396	-415
6396	-468
2364	-2539
5052	-4600
7740	-624
3708	-8689
3708	-5680
2364	-7756
9084	-4108
3708	-3816
7740	-7887
6396	-7914
9084	-866
5052	-2969
6396	-1982
7740	-4010
2364	-3003
5053	-5197
7741	-3226
1021	-8302
1021	-1293
6397	-6334
3709	-8099
7741	-5427
5053	-1058
7741	-1547
6397	-543
6397	-2572
7741	-3092
6397	-6055
1021	-1741
5053	-3777
1021	-5860
2365	-8931
9085	-890
7741	-3971
6397	-9022
